dbo,tTemp_COM1000114628_I_609,0
dbo,tTemp_COM100011613_APS,0
dbo,tTemp_COM100011613_Insentive,0
dbo,tTemp_COM100011613_SYN_01,0
dbo,tTemp_COM133_APS,0
dbo,tTemp_COM133_Insentive,0
dbo,tTemp_Mode20_Reformatted,0
dbo,tTemp_Mode20_Scan,0
dbo,tTemp_PayrollLeave,0
dbo,tTemp_PHICHAC_APS,0
dbo,tTemp_PHICHAC_I_102,0
dbo,tTemp_PHICHAC_I_103,0
dbo,tTemp_PHICHAC_I_103_1,0
dbo,tTemp_PHICHAC_I_104,0
dbo,tTemp_PHICHAC_I_609,0
dbo,tTemp_PHICHAC_Insentive,0
dbo,tTemp_PICHA_APS,0
dbo,tTemp_PICHA_Insentive,0
dbo,tTemp_SCCDB01_APS,0
dbo,tTemp_SCCDB01_Insentive,0
dbo,tTemp_SCCWIN10_APS,0
dbo,tTemp_SCCWIN10_Insentive,0
dbo,tTemp_SSODetail,0
dbo,tTemp_SSOSum,0
dbo,tTemp_TimeStampScan,0
dbo,tTemp_WORAVUT_APS,0
dbo,tTemp_WORAVUT_Insentive,0
dbo,tTempCalTime_SCCWEB01_01,0
dbo,tTempEmployee_Incentive,0
dbo,tTempGet_TimeMode20,0
dbo,tTempImportPlan,0
dbo,tTempTimeInOut,0
dbo,tTempTransfer,0
dbo,tTempTransfer_Log,0
dbo,tTimeCard_Permission,0
dbo,tTimeCard_Remark,0
dbo,tTimeSheet,0
dbo,tTimeSheet_InputDataList,0
dbo,tTimeSheet_Log,0
dbo,tTimeSheet_MultiPeriod,0
dbo,tTraining_Temp,0
dbo,tTrainingMode,0
dbo,tTrainingPerson,0
dbo,tTrainingPlace,0
dbo,tTrainingTypeEvaluate,0
dbo,tUse_Flow,0
dbo,tUseList,0
dbo,tUser_LoginStat,0
dbo,tUserAD,0
dbo,tUserBU2Permission,0
dbo,tUserBU3Permission,0
dbo,tUserBU4Permission,0
dbo,tUserBUPermission,0
dbo,tUserEmpLevelPermission,0
dbo,tUserEMPTP1Permission,0
dbo,tUserEMPTP2Permission,0
dbo,tUserEMPTP3Permission,0
dbo,tUserProjectPermission,0
dbo,tUserWebMenuPermission,0
dbo,tVacationLockFlag,0
dbo,tWF_AssignQuota,0
dbo,tWF_Loan,0
dbo,tWF_LoanPayment,0
dbo,tWF_Record,0
dbo,tWorkCalendarShiftPattern,0
dbo,tWorkPeriod,0
dbo,tYTD_Attendance,0
dbo,tYTD_Report_Wait_Stored,0
license,AccessClient,0
license,FeatureRegister,0
license,LicenseRegister,0
license,ServiceRegister,0
payroll,KT20A_FieldCaption,0
payroll,KT20A_FieldCaption_ByYear,0
payroll,KT20A_FieldConfiguration,0
payroll,KT20A_FieldConfiguration_ByYear,0
payroll,Period_Configuration,0
rosetta,Rosetta2_Device,0
rosetta,Rosetta2_Door,0
rosetta,Rosetta2_Event,0
rosetta,Rosetta2_User,0
rosetta,Rosetta2_UserGroup,0
rosetta,Temp_TimeStamp,0
service,Locations,0
service,Log_50Wtc,0
service,Period50Wtc,0
service,tTemp_FlowTeam,0
